"alt","firstComment","imageUrl","likesCount","locationName","ownerUsername","timestamp","url"
,"CLASSIFICADO!!! 🔥🔥 @guerrero9 marcou e garantiu a classificação colorada para as quartas de final da @copadobrasil! 💪🇦🇹 #VamoInter 📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/61719826_510827116121551_4525595810556292556_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=107&_nc_ohc=_XpbqH0ugl8AX_M0EA7&oh=128e94d057ec1afa5215a9dc6ca30bc7&oe=5ED707BC","72635",,"scinternacional","2019-05-30T00:26:28.000Z","https://www.instagram.com/p/ByEQbXhHmiV"
,"Colorado em campo pelas oitavas de final da @copadobrasil. 💪🇦🇹 #VamoInter 📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/60863151_371813466792267_612843451919924189_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=103&_nc_ohc=9D8T77nwwTcAX9YgQ53&oh=6d2355d95fc5c04a6db53110462b66ae&oe=5ED777FF","26977",,"scinternacional","2019-05-29T23:10:01.000Z","https://www.instagram.com/p/ByEHrdkHYOi"
,"Hoje a viagem é até Belém e a Uber vai com o Colorado em busca da classificação na Copa do Brasil. Qual será o placar do jogo? #UberColorado","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/61480189_569143376948572_3372536035557972563_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=104&_nc_ohc=uNqA6dySuyUAX8Mcclb&oh=56b0f485d69edcd6fc0fa1373d5b75a6&oe=5E27A816","6969",,"scinternacional","2019-05-29T14:51:07.000Z","https://www.instagram.com/p/ByDKN3AHiFx"
,"Colorado treinou em Belém para enfrentar o Paysandu ✔💪 #VamoInter 📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/61551047_324991941510569_6789599535482274705_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=105&_nc_ohc=tkw-zFij3-wAX-yfSSW&oh=b1d9e8a6a6efaf03a97f34bd264f7284&oe=5ECEC0A6","27543","Estádio da Curuzú","scinternacional","2019-05-28T21:22:20.000Z","https://www.instagram.com/p/ByBWj9GHpaJ"
,"PARTIU BELÉM! ✈🇦🇹 Delegação colorada embarca para o Pará. Na quarta-feira tem duelo com o Paysandu pela Copa do Brasil. #VamoInter 📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/61199996_215477299422658_327589647688857672_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=110&_nc_ohc=W8_TkeLdgNQAX-_nRlH&oh=7ccad7eb7e63ac7aaa3016b445fc9905&oe=5ED0328C","55943","Aeroporto Internacional de São Paulo-Guarulhos","scinternacional","2019-05-27T19:01:21.000Z","https://www.instagram.com/p/Bx-hofgnxPH"
,"Pra cima deles, Inter! 🇦🇹 #VamoInter
📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/60498019_2188874007847298_7922673900542602704_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=102&_nc_ohc=mgwtuk9BT28AX9UpHdy&oh=f53fca3f887a5bcbac464c1cafeaae14&oe=5E9D1F06","34100",,"scinternacional","2019-05-26T20:28:26.000Z","https://www.instagram.com/p/Bx8GzZTHpEB"
,"Colorado em campo contra o Santos pelo Brasileirão! 💪🇦🇹 #VamoInter
📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/61432804_434287714037084_8962121590073253402_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=108&_nc_ohc=LgvmfEzXq-4AX8mO1F0&oh=e0d0ae4bd28fd08d6f7f4085495c6daf&oe=5EBAFF38","30704",,"scinternacional","2019-05-26T19:40:23.000Z","https://www.instagram.com/p/Bx8BTbYnNO6"
,"Treinamento ✔
Encerramos a preparação para enfrentar o Santos 💪#VamoInter 📸🇦🇹 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/61221455_2453513204883978_5483055466796322459_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=106&_nc_ohc=IQDGoKFRJgkAX9ZrT75&oh=adca1e6b95a104cec1ff58cf74edb55c&oe=5EB7D60C","28115","Porto Alegre, Rio Grande do Sul","scinternacional","2019-05-25T14:54:15.000Z","https://www.instagram.com/p/Bx47w5wn3nb"
,"E essa visita mais que especial? 😍 @chologuinazu5 passou no CT Parque Gigante para rever os ex-companheiros e tomar um chimarrão. Aqui sempre será tua casa, Guiña!","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/60117653_2403219919889464_7672090627902221099_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=104&_nc_ohc=5ojvq5zuksYAX-kztiU&oh=baced990f22a4b9df8fe514fd46416a5&oe=5EC2672B","115021",,"scinternacional","2019-05-24T21:08:58.000Z","https://www.instagram.com/p/Bx3B2gQnakK"
,"VITÓRIA COLORADA!! Guerrero marcou o terceiro para o Colorado! ⚽️⚽️⚽️🇦🇹 #VamoInter
📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/60153622_851262998570086_639313091717905279_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=110&_nc_ohc=3Mlrnf8dawQAX8RquKA&oh=1c1ef5d8670dc39e56f63321eaf9a845&oe=5ECE16B0","45504","Estádio Beira-Rio","scinternacional","2019-05-24T02:03:43.000Z","https://www.instagram.com/p/Bx0-ydjnBhC"
,"Lindoso marcou seu primeiro gol com o manto colorado! ⚽️🇦🇹 #VamoInter
📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/60997546_2632991533380239_3536232480653442516_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=111&_nc_ohc=mjBDzQ_yL_4AX-4diix&oh=7546632668577d7fdb555cf8e7db7c6d&oe=5EBC8E89","49095","Estádio Beira-Rio","scinternacional","2019-05-24T01:00:51.000Z","https://www.instagram.com/p/Bx03l9nHcZA"
,"Guerrero abriu o placar para o Colorado contra o Paysandu! 💪🇦🇹 #VamoInter
📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/59891848_637017833377434_2805891539861531418_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=106&_nc_ohc=DUoqE25u1KMAX9Xm9ZP&oh=45e1db3e1d94a453f05bbff552317739&oe=5EBD83C7","62095","Estádio Beira-Rio","scinternacional","2019-05-24T00:08:45.000Z","https://www.instagram.com/p/Bx0xoYXHkCF"
,"Há 10 anos, o Beira-Rio vivenciou um milagre. Faltando menos de dois minutos para o final da partida, quando nem a velocidade de um ataque formado por Nilmar e Taison parecia ser suficiente para reverter a eliminação para o Flamengo, um pé direito angelical apareceu. Demonstrando assustadora frieza, Andrezinho deu quatro passos antes de fazer a cobrança. O camisa 17 finalizou com rara perfeição, e viu a bola viajar soberana, empurrada pelas quase 50 mil vozes que lotavam o Gigante naquela noite, até o ângulo da goleira rubro-negra. O Inter marcava seu segundo gol no jogo, e voltava a uma semifinal de Copa do Brasil depois de uma década. Hoje, no dia em que estreamos na @copadobrasil, nosso #TBT rememora uma das muitas vezes que o torneio viu o Beira-Rio explodir de alegria com a festa da Maior e Melhor Torcida do Rio Grande. #tbtcolorado
⠀⠀⠀⠀⠀⠀⠀⠀⠀
🎥 Rede Globo","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/61562615_2276837715899538_3278961768806235441_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=106&_nc_ohc=sE5Li-e8UUQAX8gXn6X&oh=8a87d2ffc20bb454e31ecfbe8cec5b39&oe=5E282FC1","38196","Estádio Beira-Rio","scinternacional","2019-05-23T20:01:11.000Z","https://www.instagram.com/p/Bx0VKklHpEK"
,"Hoje é dia de estreia na Copa do Brasil, e a Uber traz para você o retrospecto colorado contra o próximo adversário. Marque o seu amigo que está confiante para mais uma vitória! #UberColorado","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/61079380_830125917361414_6947814933834906243_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=110&_nc_ohc=PT3SphvmyzwAX_-k3XD&oh=75753856a2e4ed8e71a9a890ab7348e7&oe=5E283358","5697",,"scinternacional","2019-05-23T14:00:53.000Z","https://www.instagram.com/p/BxzsBSIH66k"
,"Preparação ✔

Colorado pronto para a estreia na Copa do Brasil 💪#VamoInter 📸🇦🇹 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/59998887_325198188408343_445772141810192439_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=107&_nc_ohc=7WabQKDiOsEAX9qJdZ_&oh=7da8cbd660b839b821be5867d6a84714&oe=5EB8339C","18576","Porto Alegre, Rio Grande do Sul","scinternacional","2019-05-22T22:37:56.000Z","https://www.instagram.com/p/BxyCca-H8Li"
,"Tem coisa melhor que comemorar um gol com um abraço?! 😁🇦🇹 #DiaDoAbraço #VamoInter
📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/59867072_474126436462925_7360733503746970755_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=105&_nc_ohc=ZKxotEG-dzsAX-UdXXq&oh=138cef0656727c3ffccfbdd1b82aeddc&oe=5EA03025","31776","Estádio Beira-Rio","scinternacional","2019-05-22T13:18:08.000Z","https://www.instagram.com/p/BxxCYOIHI_D"
,"🇦🇹🇦🇷 A felicidade de quem tem 100% em casa no Brasileirão. #VamoInter 😁📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/61043108_834694526905961_5011466446258065045_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=105&_nc_ohc=cTpA6VRu7VIAX-m9CHy&oh=ff22b1b1de16a955081b5c1d4555b26c&oe=5EA2FAF1","54533","Porto Alegre, Rio Grande do Sul","scinternacional","2019-05-20T20:45:13.000Z","https://www.instagram.com/p/Bxsr9G_nV9f"
,"🤜🤛🇦🇹 #VamoInter
📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/60313828_2308606489459230_8158609105001942763_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=106&_nc_ohc=_8t2FqOhuI4AX9qnT3q&oh=d76393f333609fad4b78582258464f02&oe=5ED71214","44545","Estádio Beira-Rio","scinternacional","2019-05-20T12:14:20.000Z","https://www.instagram.com/p/BxrxfStHXGl"
,"Super Ed marcou o segundo gol para o Colorado em cima do CSA! 💪🇦🇹 #VamoInter 📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/58689483_430045887543657_3461497945854921623_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=109&_nc_ohc=nNmL_lFdghUAX-Tc57K&oh=b72b1226f4127867898fedbbf933981c&oe=5EDBF895","64757","Estádio Beira-Rio","scinternacional","2019-05-19T21:08:58.000Z","https://www.instagram.com/p/BxqJ4Fznikl"
,"Nonato abriu o placar para o Colorado contra o CSA! 💪🇦🇹 #VamoInter
📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/60425985_157673898604799_8623979745515966479_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=111&_nc_ohc=GIdJ5ETS7tUAX_0ZQte&oh=c26f9e572a891721ecc9dfe899f7f4f3&oe=5ECEB8B8","57093","Estádio Beira-Rio","scinternacional","2019-05-19T20:14:39.000Z","https://www.instagram.com/p/BxqDqQrH_1i"
,"Falta uma semana para nossa estreia na Copa do Brasil, competição que conquistamos em 1992 de maneira maiúscula, sofrendo apenas uma derrota em dez partidas. Poucos nomes foram tão importantes naquele título quanto o de Gérson Pereira da Silva, camisa 9 que fez história pelo Inter. Íntimo do gol, Gérson foi o artilheiro de três das quatro primeiras edições da Copa, e se sagrou campeão na última destas, já vestindo vermelho. Magistral, o centroavante anotou nove dos dezoito gols do Clube do Povo naquela caminhada. Entre estes, alguns inesquecíveis como as duas pinturas marcadas nas quartas de final, disputadas contra o Grêmio, e o tento sobre o Palmeiras, na partida de ida, após forte chute rasteiro da entrada da área; até hoje emocionam a torcida colorada. Nesta sexta-feira completam-se 25 anos que nosso craque partiu precocemente. Nada mais justo do que o  #TBT de hoje homenagear o saudoso ‘Nego Gérson’. Saudades eternas, ídolo! 🇦🇹🙏","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/59705409_136155934201882_8797784164570393004_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=110&_nc_ohc=0CHgqV0umHAAX-ymvs8&oh=4d8c59314c560d652bc877d0cfaa1ef0&oe=5ED10229","30126",,"scinternacional","2019-05-16T22:21:28.000Z","https://www.instagram.com/p/BxijyeBHFT2"
,"Voa, goleirada! #VamoInter 📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/58727453_1675687689243141_5852018210058131643_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=109&_nc_ohc=jkbQPrpUkM8AX9h7iKj&oh=9e8fe02ddb36dd16ef725ca330114786&oe=5ED535A6","29040","Porto Alegre, Rio Grande do Sul","scinternacional","2019-05-15T15:47:57.000Z","https://www.instagram.com/p/BxfR9Z-nERt"
,"🇦🇹🌅 #VamoInter 📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/59335096_452089335551482_4089916003433834111_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=110&_nc_ohc=3Ucz4HEzf6sAX-wD7v1&oh=9be89291e91d0dd73c292a9b1ab95934&oe=5E9CF8FC","18213","Porto Alegre, Rio Grande do Sul","scinternacional","2019-05-14T21:32:40.000Z","https://www.instagram.com/p/BxdUnVLH8jY"
,"Dia de sorteio da Libertadores! A Uber está com o Inter desde o começo da competição e continuaremos juntos até o fim. Marque o teu amigo que está ansioso para o sorteio também! #UberColorado","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/58423715_1257008951141976_9214012389766548953_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=100&_nc_ohc=KZdyAoesZjMAX8yLJdl&oh=d619a0a3f628ac3a5b76c7f94785770f&oe=5E273885","12224",,"scinternacional","2019-05-13T18:02:28.000Z","https://www.instagram.com/p/BxaXnFTHmg9"
,"A felicidade em fazer o primeiro gol pelo Colorado! Voa, @gu_nonato!! 😁⚽️🇦🇹 #VamoInter
📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/59385537_329920231049229_907422584986192821_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=109&_nc_ohc=W5ctqbBCJf0AX_7dJTX&oh=8a8df88a1b69d0c5d14bb80358efe9c6&oe=5ED3CF58","43186","Estádio Beira-Rio","scinternacional","2019-05-13T15:05:14.000Z","https://www.instagram.com/p/BxaDe4HnS_R"
,"Bate aí quem fez gol ontem! 🤩⚽️⚽️🇦🇹","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/59720503_133541004416702_8442769731923831208_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=102&_nc_ohc=4J8UdiYcRhIAX89MPJO&oh=862af562d89c9451474b2a28c6ae27cc&oe=5ED7507B","33535","Estádio Beira-Rio","scinternacional","2019-05-13T12:13:46.000Z","https://www.instagram.com/p/BxZv2-MHJ1d"
,"Moledo marcou o terceiro contra o Cruzeiro! ⚽️⚽️⚽️🇦🇹 #VamoInter
📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/58454121_420776335410388_643135048805445973_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=104&_nc_ohc=5YZPL7vbE_MAX93_e5F&oh=2e19098297df89e8a3db225210a29a32&oe=5EBF0247","60361","Estádio Beira-Rio","scinternacional","2019-05-12T21:21:20.000Z","https://www.instagram.com/p/BxYJuo9n4fO"
,"Guerrero marcou o segundo para o Colorado em cima do Cruzeiro! ⚽️⚽️🇦🇹 #VamoInter
📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/59489694_861199194253571_1602866434254181569_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=111&_nc_ohc=2S31tGHID-kAX8aA15z&oh=e63a38240cd0e56eb91f2c23734c70ef&oe=5EA07250","54723","Gigante colorado da Beira-Rio","scinternacional","2019-05-12T20:33:56.000Z","https://www.instagram.com/p/BxYETcQHYEq"
,"Nonato marcou o seu primeiro gol pelo Colorado contra o Cruzeiro. 💪🇦🇹 #VamoInter
📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/58410129_134632344308229_5999102618298589117_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=109&_nc_ohc=1MLjFiQy5LIAX-f_YYP&oh=341ce011c78878ce335c30bd4f86b1f5&oe=5ECEC22D","54032","Estádio Beira-Rio","scinternacional","2019-05-12T19:50:14.000Z","https://www.instagram.com/p/BxX_TWJHk1c"
,"Preparação ✔
Colorado enfrenta o Cruzeiro 🇦🇹📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/59538721_145674233154766_1729022371144659074_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=110&_nc_ohc=gs4gQrgnV0UAX8E1NO0&oh=56a36003580444897f06568e41f34fc1&oe=5ECF5009","23160","Porto Alegre, Rio Grande do Sul","scinternacional","2019-05-11T17:30:58.000Z","https://www.instagram.com/p/BxVKkY9HP2j"
,"Há três anos, @AlissonBecker chorou encostado na trave do Beira-Rio. Poste que protegeu como poucos na cinquetenária história desse Gigante, fiel companheiro do qual estava prestes a se despedir. É verdade que aquela tarde hexacampeã gaúcha não foi sua última atuação na nossa casa, mas a emoção que esta cena trouxe ao coração da torcida serviu de ponto final perfeito para este capítulo da relação entre goleiro, baliza e povo colorado. Mais do que uma lembrança, o #TBT de hoje é uma mensagem de apoio para nossa cria do Celeiro de Ases. Boa sorte neste final de temporada, Paredão! Estaremos na torcida para que, como de costume, o vermelho brilhe mais forte na hora da decisão, e seja campeão. 📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/60044633_1535220316609559_4303179445342884176_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=111&_nc_ohc=eKBBoN9Goc8AX_5sOoX&oh=a97ae220a7c1f08443ffd9eab4ef40de&oe=5ED95920","98118","Gigante colorado da Beira-Rio","scinternacional","2019-05-09T22:17:21.000Z","https://www.instagram.com/p/BxQhwSFho_R"
,"Fechamos a fase de grupo da @LibertadoresBR:
Classificados para a próxima fase ✔
Invictos ✔
Com uma das melhores campanhas ✔
Partiu oitavas de final! 💥 #VamoInter #AcreditarAtéOFinal 📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/59320282_431336064350768_4176078051017834559_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=108&_nc_ohc=TaK3sdqeBSQAX_2mp6P&oh=47ee031f12b6b0821cfdbee8ce5aea07&oe=5ED5C005","85017",,"scinternacional","2019-05-08T02:39:52.000Z","https://www.instagram.com/p/BxL2NPuB1HA"
,"ELE É A CARA DA LIBERTADORES!!!! QUE HOMEM, TORCIDA COLORADA!!! QUE HOMEM!! Sobis marcou seu segundo gol na partida e o segundo do Inter! Isso é @LibertadoresBR! #VamoInter #AcreditarAtéOFinal 📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/58409721_1200554550119182_2538349643751623353_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=110&_nc_ohc=m09mwMbRxtMAX_Ie-3z&oh=2d18c0cc31b77e67d0b5c6f41d2f9b28&oe=5EBE1FC3","62096",,"scinternacional","2019-05-08T02:17:00.000Z","https://www.instagram.com/p/BxLzlxRhzew"
,"SENHOR LIBERTADORES!!! 💥💥 Sobis comemora seu primeiro gol no Monumental de Núñez, no úlitmo jogo da fase de grupos da @LibertadoresBR! #VamoInter #AcreditarAtéOFinal 📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/58454153_351764935476439_3838978587405937811_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=107&_nc_ohc=gGTYvEuKn_4AX_Vmp35&oh=1a91221897cdf79acfb3cae321855495&oe=5E9BDF24","54655",,"scinternacional","2019-05-08T01:47:59.000Z","https://www.instagram.com/p/BxLwRK7huWP"
,"Preparação ✔
Colorado enfrenta o River na Libertadores. #VamoInter 📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/58409759_1593520784113923_885733555532197411_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=103&_nc_ohc=ni9Xdc1NNmkAX9FsESf&oh=d6cb3dd1127c0eb6fccc28b5b30ef9e9&oe=5ED9C022","31873","Estadio Diego Armando Maradona","scinternacional","2019-05-06T21:46:03.000Z","https://www.instagram.com/p/BxIvyUvnXPn"
,"Partiu Buenos Aires! 🛩🇦🇷 Delegação colorada rumo à Argentina para enfrentar o River Plate. #VamoInter 📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/57570284_320935341931507_6140066436640949522_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=107&_nc_ohc=bHy3YRbiA_MAX9Uen6Q&oh=fc50be3f3a7823cae1589415133b858b&oe=5ED354F9","62786","São Paulo, Brazil","scinternacional","2019-05-05T17:43:31.000Z","https://www.instagram.com/p/BxFvPI3h1pN"
,"Colorado em campo contra o Palmeiras pela terceira rodada do @brasileirao. 💪🇦🇹 #VamoInter 📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/58423574_829371324102620_5039577327363231101_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=108&_nc_ohc=tOhhTYDpQMAAX-Rz7-p&oh=7812fdba5c7e8d67e2c04db4d0d99326&oe=5EB4C5E5","36845",,"scinternacional","2019-05-04T22:57:22.000Z","https://www.instagram.com/p/BxDuW_9BHT_"
,"O novo manto para as batalhas fora de casa. E hoje tem! #HonraNossaHistória","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/57247141_134334334339249_6956842878176735457_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=101&_nc_ohc=pdMkRaBbzaQAX8Y4BOl&oh=73a0dc8067b36dbb7beb947eb32433a6&oe=5EB62AD0","41478",,"scinternacional","2019-05-04T17:31:19.000Z","https://www.instagram.com/p/BxDJC2THzKi"
,"🛩🇦🇹 Estamos em São Paulo para enfrentar o Palmeiras pelo Brasileirão. #VamoInter 📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/58410359_2399238406973767_449397140768597779_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=107&_nc_ohc=X-2dqLl55OMAX9XM-PH&oh=3c9d769999a379523c466aab881df8b0&oe=5ECF9320","46101","São Paulo, Brazil","scinternacional","2019-05-03T21:40:40.000Z","https://www.instagram.com/p/BxBAyVeB0QK"
,"Juan anunciou a aposentadoria dos gramados. Ficam as lembranças de grandes atuações com a camisa colorada. Valeu, zagueirão! #tbt #tbtColorado
📷 Alexandre Lops","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/59374340_633202957141022_7311337994048420450_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=102&_nc_ohc=Vc694uTtvYoAX_mSfRZ&oh=8dfce4c2437af13ab559c3c8abbeb577&oe=5EBD3A09","37210",,"scinternacional","2019-05-02T23:00:29.000Z","https://www.instagram.com/p/Bw-lH-nhtwI"
,"Essa camisa tem história. Tem peso. Tem que ser tua. Link na bio. #HonraNossaHistória","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/57111084_640703643039297_2959646505151302630_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=109&_nc_ohc=zEMf4Nli5CcAX9PZ3Dk&oh=aafee5fcd921edb503ea14e09f0ce713&oe=5ED7C197","28098",,"scinternacional","2019-05-02T16:13:11.000Z","https://www.instagram.com/p/Bw92g3HhRf8"
,"1 assistência ✔️
1 gol ✔️
3 pontos ✔️
🇦🇷🇦🇹👏 📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/57311714_135327400958035_5173101465932462711_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=107&_nc_ohc=El4DIEDKl6EAX-lIjL-&oh=8276a734246aa99053922b3dc3ab16b1&oe=5EDB8717","52833","Estádio Beira-Rio","scinternacional","2019-05-02T12:35:01.000Z","https://www.instagram.com/p/Bw9djBqnpXn"
,"VITÓRIA COLORADA!! Sarrafiore marcou o segundo gol em cima do Flamengo! ⚽️⚽️🇦🇹 #VamoInter
📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/58468359_165187094495368_7608563035716370331_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=104&_nc_ohc=kZDFCXX3hUcAX-2fl3r&oh=881fd88906cab30e24d8c6ea2eda4996&oe=5EDB4DB0","83976","Estádio Beira-Rio","scinternacional","2019-05-01T21:06:32.000Z","https://www.instagram.com/p/Bw7zSkBB86s"
,"Inter em campo contra o Flamengo pelo Brasileirão. ⚽️💪🇦🇹 #VamoInter
📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/57393828_506454403221251_8288709208530509494_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=111&_nc_ohc=qTYtKbltvigAX_JxoNf&oh=c66ce515e5d0ae7acd453103417ec0ef&oe=5EB78127","48527","Estádio Beira-Rio","scinternacional","2019-05-01T20:15:45.000Z","https://www.instagram.com/p/Bw7teomBn_l"
,"Colorado abre o placar contra o Flamengo com gol de @guerrero9! ⚽️💪🇦🇹 #VamoInter
📸 @r_duarte75","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/58613108_759135874481592_6730390173978386107_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=100&_nc_ohc=v5RmeHLpFqUAX_XygBe&oh=ff103fc713f6a3de81736f8bc6ebaf5f&oe=5EDA9825","103053","Estádio Beira-Rio","scinternacional","2019-05-01T19:40:51.000Z","https://www.instagram.com/p/Bw7pfB9BkBD"
,"Celebrando o passado, mas lutando agora! Coloca o novo manto e vem pro Gigante! Link na bio. #HonraNossaHistória","https://scontent-den4-1.cdninstagram.com/v/t51.2885-15/e35/57417962_376259983231478_3289964046970871450_n.jpg?_nc_ht=scontent-den4-1.cdninstagram.com&_nc_cat=102&_nc_ohc=X4bVoSjMNQcAX_iAC8g&oh=e34302461e776bb86df88d7149f1f163&oe=5EBC8D89","36326",,"scinternacional","2019-05-01T17:33:10.000Z","https://www.instagram.com/p/Bw7a33KBfe-"
